region,category,product,price,quantity,order_date
South,Sports,Dumbbells,28.12,5.0,2025-03-30
South,Sports,Dumbbells,31.96,7.0,2025-08-04
South,Books,Textbook,49.84,8.0,2025-06-25
East,Electronics,Laptop,1283.19,2.0,2025-07-06
,Clothing,T-Shirt,9.91,9.0,2025-01-18
North,Clothing,Jacket,69.0,6.0,2025-11-11
East,Books,Textbook,35.62,9.0,2025-08-03
South,Sports,Skipping Rope,7.37,3.0,2025-04-24
West,Clothing,T-Shirt,,2.0,2025-04-18
East,Home,Lamp,,,2025-01-24
West,Electronics,Laptop,1367.55,7.0,
South,Home,Curtains,22.16,6.0,2025-02-16
East,Home,Chair,78.48,2.0,2025-05-09
South,Books,Novel,9.33,5.0,2025-05-15
East,Home,Curtains,,7.0,2025-06-02
North,Books,Textbook,46.99,8.0,2025-08-29
East,Home,Lamp,33.18,5.0,2025-12-27
East,Electronics,Laptop,1270.63,8.0,2025-07-24
North,Books,Textbook,,3.0,2025-12-24
North,Home,Chair,70.2,3.0,2025-01-29
South,Electronics,Laptop,,5.0,2025-09-08
East,Electronics,Camera,583.04,1.0,2025-04-10
West,Electronics,Headphones,77.16,2.0,2025-06-16
South,Books,Novel,8.09,7.0,2025-03-12
East,Electronics,Camera,690.44,9.0,2025-06-20
West,Sports,Dumbbells,23.81,9.0,2025-03-31
South,Sports,Dumbbells,$47.39,5.0,2025-02-12
North,Home,Cookware,61.2,4.0,2025-03-30
East,Electronics,Laptop,1398.01,4.0,2025-09-26
South,Books,Comics,,-1.0,2025-03-19
,Clothing,Jeans,,4.0,2025-03-30
South,Sports,Skipping Rope,7.67,3.0,2025-07-13
West,Sports,Skipping Rope,6.62,6.0,2025-03-05
North,Electronics,Headphones,66.62,8.0,2025-08-26
South,Clothing,T-Shirt,17.11,3.0,2025-10-23
East,Books,Textbook,50.28,5.0,2025-08-11
North,Sports,Dumbbells,,1.0,2025-02-13
East,Electronics,Laptop,1284.92,7.0,2025-11-03
East,Books,Textbook,45.79,2.0,2025-05-18
North,Electronics,Laptop,,3.0,2025-10-02
East,Books,Textbook,49.04,2.0,2025-04-03
West,Home,Cookware,51.98,9.0,2025-09-20
,clothing,Smartphone,785.88,2.0,2025-01-31
East,Clothing,T-Shirt,19.25,8.0,2025-06-06
South,Electronics ,Smartphone,695.2,8.0,2025-02-21
East,Books,Novel,11.35,7.0,2025-08-08
South,Home,Chair,75.22,7.0,2025-09-11
South,Clothing,Jacket,48.23,6.0,
East,Clothing,T-Shirt,15.98,6.0,2025-12-29
South,Electronics,Laptop,,8.0,2025-08-31
North,Electronics,Headphones,106.5,5.0,2025-05-19
North,Electronics,Camera,713.44,3.0,2025-05-02
WEST,Electronics,Laptop,1065.85,9.0,2025-08-11
East,Sports,Dumbbells,36.44,2.0,2025-11-19
North,Electronics,Smartphone,463.08,9.0,2025-10-25
East,Clothing,Sneakers,50.42,-1.0,2025-12-18
West,Books,Textbook,26.33,5.0,2025-11-03
West,Books,Comics,6.26,2.0,
North,Books,Comics,$9.68,9.0,2025-11-15
North,Home,Cookware,71.99,6.0,2025-12-04
South,Sports,Yoga Mat,20.4,8.0,2025-10-11
West,Home,Cookware,55.64,8.0,2025-11-21
West,Clothing,T-Shirt,16.49,9.0,2025-10-31
South,Books,Novel,14.55,6.0,2025-08-13
North,Electronics,Smartphone,879.36,5.0,2025-12-25
East,Sports,Yoga Mat,,9.0,2025-03-27
West,Sports,Bicycle,$542.75,,2025-11-25
East,Electronics,Headphones,,8.0,2025-01-27
South,Clothing,T-Shirt,12.67,,2025-11-15
,Home,Curtains,27.17,3.0,2025-08-10
East,Clothing,Jeans,24.93,,2025-09-17
South,Electronics,Camera,761.9,3.0,2025-12-15
South,Clothing,T-Shirt,16.28,7.0,2025-09-05
East,Books,Textbook,$65.44,5.0,2025-12-25
South,Books,Textbook,38.23,4.0,2025-04-10
North,Sports,Skipping Rope,9.91,8.0,2025-09-02
North,Sports,Dumbbells,36.55,6.0,2025-06-12
East,Clothing,Jeans,$24.60,4.0,2025-09-03
,Electronics,Smartphone,,2.0,2025-01-04
South,Electronics,Camera,364.12,4.0,2025-01-21
West,Home,Cookware,,3.0,2025-02-24
South,Books,Textbook,42.34,2.0,2025-10-24
East,Clothing,Jacket,49.8,7.0,2025-12-05
West,Sports,Dumbbells,31.47,7.0,2025-09-21
South,Home,Cookware,59.97,3.0,2025-04-29
South,Sports,Skipping Rope,12.47,6.0,
West,Sports,Yoga Mat,24.85,9.0,2025-11-09
North,Sports,Bicycle,349.29,7.0,2025-06-19
East,Home,Chair,76.7,2.0,2025-02-22
South,Electronics,Headphones,84.83,9.0,2025-07-22
East,Clothing,Sneakers,61.53,5.0,2025-07-21
West,Home,Chair,107.36,3.0,2025-12-18
South,Home,Cookware,43.82,8.0,2025-09-25
West,Home,Curtains,$51.09,9.0,2025-11-29
North,Books,Comics,7.9,9.0,2025-01-27
South,Books,Comics,4.8,3.0,2025-09-07
South,Clothing,Jeans,24.0,7.0,2025-08-26
South,Sports,Yoga Mat,20.3,2.0,2025-07-14
West,Sports,Skipping Rope,,8.0,2025-08-11
West,Home,Lamp,34.93,1.0,2025-03-25
north ,Home,Cookware,80.32,5.0,2025-08-13
North,Books,Novel,9.27,6.0,2025-11-02
North,Electronics,Headphones,103.51,8.0,2025-05-12
South,Clothing,T-Shirt,16.51,8.0,2025-11-13
WEST,Clothing,T-Shirt,15.05,2.0,2025-05-29
West,Sports,Dumbbells,28.07,4.0,2025-07-13
North,Sports,Bicycle,267.36,7.0,2025-03-05
North,Sports,Dumbbells,15.58,2.0,2025-10-15
East,Sports,Bicycle,416.44,7.0,2025-05-28
North,Home,Chair,101.39,9.0,2025-12-26
South,Electronics,Camera,692.17,7.0,2025-02-01
East,Electronics,Headphones,59.03,6.0,2025-08-28
East,Books,Comics,6.33,3.0,2025-01-11
East,Home,Lamp,27.47,6.0,2025-04-09
East,Books,Textbook,47.29,8.0,2025-03-28
North,Books,Textbook,45.99,6.0,2025-06-04
South,Clothing,Sneakers,66.03,4.0,2025-11-29
East,Sports,Skipping Rope,10.08,8.0,2025-08-03
East,Home,Chair,52.64,5.0,2025-01-27
East,Sports,Bicycle,226.26,3.0,2025-05-17
West,Sports,Skipping Rope,,6.0,2025-02-11
North,Clothing,Jacket,81.21,1.0,
West,Sports,Yoga Mat,29.41,3.0,2025-06-26
South,Home,Lamp,31.07,4.0,2025-02-24
East,Sports,Yoga Mat,23.66,1.0,2025-08-19
West,Home,Curtains,23.23,9.0,2025-04-01
West,Clothing,Jeans,30.97,5.0,2025-03-11
South,Books,Textbook,,7.0,2025-08-27
South,Sports,Skipping Rope,5.07,1.0,2025-03-07
West,Books,Textbook,44.03,6.0,2025-04-29
North,Electronics,Headphones,95.59,9.0,2025-12-02
North,Home,Curtains,36.67,1.0,2025-08-14
North,Sports,Bicycle,,2.0,2025-07-17
East,Clothing,Sneakers,69.58,3.0,2025-07-26
South,Books,Novel,8.9,5.0,2025-06-17
South,Clothing,T-Shirt,16.84,6.0,2025-07-13
North,Electronics,Smartphone,,1.0,2025-07-30
East,Books,Textbook,53.15,,2025-11-23
North,Clothing,Jeans,45.67,,
South,Sports,Skipping Rope,12.44,3.0,
South,Sports,Bicycle,362.2,7.0,
East,Home,Chair,82.1,5.0,2025-08-11
East,Electronics,Smartphone,8460.67,1.0,2025-01-02
South,Clothing,Sneakers,70.24,1.0,2025-08-25
West,Books,Textbook,59.48,-1.0,2025-12-19
East,Electronics,Camera,605.9,3.0,2025-08-27
West,Home,Chair,71.04,8.0,2025-05-17
East,Home,Curtains,,7.0,2025-10-03
South,Home,Chair,53.41,1.0,2025-02-18
South,Books,Comics,11.6,3.0,2025-09-14
WEST,Electronics,Camera,688.3,9.0,2025-02-17
West,Books,Novel,,7.0,2025-07-06
North,Electronics,Smartphone,,9.0,2025-06-22
North,Electronics,Headphones,124.78,3.0,2025-09-01
West,Books,Comics,9.23,7.0,2025-10-19
West,Electronics,Headphones,66.02,9.0,2025-04-11
East,Sports,Dumbbells,,,2025-02-10
North,Electronics,Laptop,1582.94,1.0,2025-03-12
North,Home,Chair,122.47,5.0,2025-08-26
North,Electronics,Headphones,46.71,8.0,2025-01-07
East,Clothing,T-Shirt,13.93,8.0,2025-11-18
South,Books,Textbook,46.54,4.0,2025-08-28
WEST,Home,Chair,58.89,8.0,2025-09-01
East,Clothing,T-Shirt,13.99,1.0,2025-05-23
North,Home,Cookware,46.63,7.0,2025-04-20
East,Books,Textbook,50.21,1.0,2025-07-12
East,Sports,Yoga Mat,17.99,5.0,2025-05-17
East,Books,Novel,17.16,5.0,2025-04-02
North,Sports,Bicycle,210.22,3.0,2025-12-21
West,Home,Cookware,25.02,9.0,2025-04-03
South,Electronics,Smartphone,,5.0,2025-07-11
North,Home,Curtains,$40.79,7.0,2025-05-29
North,Sports,Dumbbells,38.29,9.0,2025-10-21
North,Sports,Bicycle,500.75,5.0,2025-02-28
South,Electronics,Camera,315.31,7.0,
West,Electronics,Smartphone,693.39,9.0,2025-07-08
South,clothing,Headphones,$63.65,9.0,2025-04-24
East,Home,Lamp,21.71,8.0,2025-10-07
East,Clothing,T-Shirt,14.8,7.0,2025-04-09
North,Clothing,Jeans,37.28,7.0,
East,Home,Curtains,24.55,2.0,2025-04-01
West,Electronics,Headphones,87.54,,2025-09-09
North,Home,Curtains,39.06,2.0,2025-06-16
East,Electronics,Headphones,52.76,3.0,
East,Clothing,Jacket,110.98,7.0,
East,Home,Chair,88.79,2.0,2025-01-06
West,Home,Chair,86.55,4.0,2025-03-16
West,Home,Lamp,31.01,1.0,2025-10-19
West,Books,Comics,8.25,5.0,2025-12-29
,Books,Comics,6.6,6.0,2025-03-15
North,Home,Cookware,46.1,7.0,2025-10-15
West,Home,Chair,68.9,3.0,2025-07-11
North,Electronics,Smartphone,795.92,3.0,2025-04-20
South,Home,Chair,107.69,6.0,2025-06-10
North,Clothing,Sneakers,53.59,1.0,2025-04-06
West,Home,Curtains,28.0,2.0,2025-04-30
North,Sports,Skipping Rope,11.65,1.0,2025-11-21
West,Clothing,Jacket,92.67,8.0,2025-11-03
East,Electronics,Camera,736.21,5.0,2025-03-14
West,Sports,Yoga Mat,19.11,8.0,2025-08-23
South,Clothing,Sneakers,38.67,9.0,2025-11-29
East,Home,Cookware,65.66,4.0,2025-11-26
East,Clothing,Jacket,101.75,1.0,2025-10-12
East,Electronics,Smartphone,628.31,2.0,2025-09-03
West,Books,Textbook,42.17,7.0,2025-11-12
South,Books,Novel,11.77,5.0,2025-05-18
South,Books,Novel,16.55,5.0,
North,Electronics,Camera,832.31,1.0,2025-06-24
North,Clothing,Sneakers,62.75,7.0,2025-04-03
East,Home,Cookware,33.88,3.0,2025-03-02
West,Books,Textbook,15.47,9.0,2025-04-04
West,Home,Curtains,27.68,6.0,2025-08-01
West,Books,Comics,9.64,5.0,2025-02-08
North,Home,Lamp,15.89,2.0,2025-06-25
South,Sports,Dumbbells,40.82,1.0,2025-11-19
East,Clothing,Jeans,37.64,,2025-09-24
West,Books,Textbook,43.93,4.0,2025-01-27
East,Books,Comics,4.71,1.0,2025-05-24
South,Sports,Bicycle,513.36,3.0,2025-02-06
East,Sports,Yoga Mat,15.09,2.0,2025-01-12
South,Electronics,Camera,726.32,1.0,2025-08-04
North,Electronics,Laptop,,2.0,2025-05-31
North,Electronics,Camera,713.44,3.0,2025-05-02
West,Clothing,Sneakers,57.26,2.0,2025-05-03
North,Electronics,Smartphone,541.54,4.0,2025-01-14
West,Books,Comics,8.57,3.0,2025-02-08
West,Home,Lamp,35.4,2.0,2025-01-20
East,Clothing,Jacket,78.0,1.0,2025-04-20
East,Clothing,Sneakers,38.31,5.0,2025-10-28
West,Electronics,Camera,492.93,5.0,2025-03-25
South,Sports,Dumbbells,52.81,5.0,2025-03-26
South,Books,Comics,5.85,7.0,2025-09-05
West,Electronics,Smartphone,670.18,1.0,2025-05-20
East,Home,Chair,53.9,7.0,2025-07-27
West,Home,Curtains,11.93,6.0,2025-02-05
North,Clothing,Jeans,38.97,3.0,2025-09-12
North,Sports,Skipping Rope,7.01,7.0,2025-01-15
East,Clothing,T-Shirt,17.06,9.0,2025-07-31
East,Home,Lamp,19.32,7.0,
West,Books,Textbook,59.87,,2025-08-07
South,Books,Textbook,34.87,7.0,2025-04-02
East,Books,Novel,5.36,6.0,2025-02-12
North,Sports,Bicycle,267.77,9.0,2025-07-05
North,Books,Textbook,49.01,2.0,2025-01-09
North,Sports,Bicycle,134.83,9.0,2025-04-01
East,Clothing,Jeans,39.4,3.0,2025-12-30
South,Home,Chair,51.42,4.0,2025-04-21
East,Clothing,T-Shirt,25.17,6.0,2025-02-12
North,Clothing,T-Shirt,12.49,7.0,2025-10-08
North,Clothing,T-Shirt,7.31,7.0,2025-09-14
North,Electronics,Camera,590.47,1.0,2025-12-06
North,Home,Lamp,15.86,2.0,2025-09-08
South,Clothing,Jeans,44.84,5.0,2025-03-09
North,Electronics,Smartphone,,2.0,2025-05-24
North,Electronics,Headphones,93.93,5.0,2025-05-02
South,Home,Curtains,,1.0,2025-08-14
North,Electronics,Smartphone,404.72,3.0,2025-01-15
South,Electronics,Smartphone,951.18,6.0,2025-05-15
South,Clothing,Jacket,58.97,5.0,2025-11-25
South,Clothing,Sneakers,61.61,1.0,2025-02-14
West,Clothing,Jeans,28.67,,2025-03-07
East,Electronics,Headphones,108.02,7.0,2025-06-25
North,Electronics,Smartphone,,3.0,2025-06-05
East,Home,Curtains,25.67,9.0,2025-12-27
East,Clothing,Jacket,,9.0,2025-03-25
,Sports,Dumbbells,30.41,7.0,2025-12-04
South,Electronics,Laptop,1292.82,5.0,2025-07-04
West,Home,Curtains,32.48,3.0,2025-10-24
East,Sports,Bicycle,464.23,4.0,2025-02-28
West,Electronics,Headphones,63.1,8.0,2025-10-25
North,Books,Novel,16.4,6.0,2025-03-19
West,Home,Chair,85.33,6.0,2025-10-14
East,Home,Curtains,30.09,6.0,2025-06-05
West,Home,Lamp,25.49,3.0,2025-11-09
North,Home,Chair,47.94,2.0,2025-07-01
,Sports,Skipping Rope,,5.0,2025-07-03
West,Books,Textbook,30.57,1.0,2025-02-19
South,Sports,Yoga Mat,21.62,8.0,2025-09-29
East,Clothing,Jacket,48.19,4.0,2025-07-28
South,Sports,Yoga Mat,25.19,4.0,2025-06-08
East,Home,Curtains,37.36,1.0,2025-08-06
South,Home,Chair,84.1,7.0,
north ,Sports,Bicycle,612.92,5.0,2025-09-24
north ,Books,Comics,5.8,2.0,2025-01-06
North,Books,Textbook,39.76,2.0,2025-03-17
North,Electronics,Laptop,1033.4,7.0,
South,Clothing,Jeans,22.73,3.0,
South,Home,Curtains,39.94,3.0,2025-10-26
North,Home,Chair,107.39,4.0,2025-08-30
North,Home,Lamp,27.09,4.0,2025-05-16
South,Home,Lamp,15.85,7.0,2025-11-07
North,Electronics,Headphones,46.34,4.0,2025-05-02
West,Clothing,Jeans,56.0,5.0,2025-03-28
WEST,Electronics,Camera,599.71,1.0,2025-03-17
North,Books,Novel,,5.0,2025-09-18
West,Clothing,T-Shirt,16.77,3.0,2025-03-14
East,Clothing,Sneakers,56.45,3.0,2025-04-28
East,Home,Chair,94.38,3.0,
West,Electronics,Laptop,1143.23,8.0,2025-02-23
North,Clothing,Jacket,85.71,7.0,2025-04-08
East,Sports,Yoga Mat,19.96,3.0,
West,Clothing,Jacket,77.32,2.0,2025-01-13
East,Books,Textbook,35.73,3.0,2025-09-07
South,Home,Curtains,19.8,8.0,2025-07-31
West,Clothing,Jeans,19.15,9.0,2025-03-07
North,Electronics,Smartphone,$925.74,8.0,2025-11-24
South,Home,Lamp,18.28,4.0,2025-06-28
East,Sports,Yoga Mat,18.56,9.0,2025-04-25
East,Clothing,Sneakers,78.43,3.0,2025-06-09
West,Clothing,Sneakers,29.95,6.0,2025-07-10
West,Books,Comics,7.05,2.0,2025-07-29
West,Clothing,Jeans,49.24,1.0,2025-03-15
East,Clothing,T-Shirt,,1.0,2025-04-16
East,Books,Textbook,51.1,,2025-12-16
East,Clothing,Jeans,40.09,1.0,2025-08-11
North,Clothing,Sneakers,47.94,4.0,2025-07-07
West,Clothing,Sneakers,45.25,8.0,2025-03-14
North,Clothing,Sneakers,51.23,5.0,2025-06-24
East,Sports,Dumbbells,33.08,3.0,2025-05-23
East,Sports,Yoga Mat,,3.0,2025-03-14
West,Books,Textbook,43.35,6.0,
South,Clothing,Jacket,64.35,,2025-01-26
North,Home,Curtains,39.53,4.0,2025-03-30
North,Sports,Dumbbells,52.6,8.0,2025-09-06
North,Sports,Dumbbells,32.63,4.0,2025-09-26
,Sports,Yoga Mat,27.38,2.0,2025-07-06
West,Sports,Bicycle,,1.0,2025-08-26
West,Sports,Bicycle,421.53,5.0,2025-02-14
North,Clothing,Sneakers,67.16,3.0,2025-01-21
East,Clothing,T-Shirt,13.05,7.0,2025-02-15
West,Home,Cookware,62.51,4.0,2025-09-16
East,Electronics,Laptop,1338.07,8.0,2025-03-29
North,Clothing,Sneakers,28.51,3.0,2025-09-13
North,Electronics,Smartphone,813.85,7.0,2025-07-11
West,Electronics,Laptop,969.49,8.0,2025-07-22
North,Books,Comics,7.23,7.0,2025-11-30
,Clothing,Jacket,103.06,3.0,2025-01-12
South,Home,Cookware,44.54,4.0,2025-04-24
South,Sports,Yoga Mat,12.52,8.0,2025-08-02
West,Sports,Yoga Mat,13.87,2.0,2025-02-24
South,Books,Comics,8.71,4.0,2025-11-07
West,Clothing,T-Shirt,12.82,1.0,2025-11-07
West,Books,Textbook,,3.0,2025-12-07
South,Home,Lamp,22.58,9.0,2025-10-01
north ,Home,Curtains,38.97,2.0,2025-07-08
,Home,Cookware,55.97,8.0,2025-01-18
East,Home,Curtains,21.21,2.0,2025-10-31
South,Clothing,T-Shirt,13.0,2.0,2025-08-07
West,Clothing,T-Shirt,20.41,3.0,2025-11-02
North,Books,Comics,5.3,8.0,2025-10-19
South,Electronics,Smartphone,621.94,,2025-06-02
North,Home,Cookware,45.16,3.0,
South,Home,Lamp,21.64,4.0,2025-04-02
East,Clothing,Jacket,92.59,7.0,2025-08-02
North,Books,Novel,9.75,4.0,2025-03-24
South,Clothing,Jacket,55.27,2.0,2025-06-04
West,Home,Chair,,1.0,2025-02-14
West,Home,Lamp,19.23,5.0,2025-09-01
North,Clothing,Jacket,59.39,7.0,
East,Electronics,Laptop,$1513.46,4.0,2025-03-14
,Sports,Yoga Mat,29.3,,2025-03-11
North,Home,Curtains,,5.0,2025-04-21
north ,Electronics,Laptop,1065.85,9.0,2025-08-11
North,Sports,Yoga Mat,19.99,5.0,2025-12-14
East,Sports,Skipping Rope,$3.97,3.0,
North,Sports,Bicycle,441.1,8.0,2025-11-09
South,Electronics,Headphones,78.03,6.0,
South,Sports,Yoga Mat,14.04,7.0,2025-06-04
East,Clothing,T-Shirt,$16.21,6.0,2025-02-16
East,clothing,Sneakers,53.41,1.0,2025-09-24
South,Sports,Skipping Rope,$11.00,1.0,2025-04-29
North,Home,Curtains,13.48,6.0,2025-03-04
South,Electronics,Headphones,66.13,7.0,2025-07-10
East,Home,Curtains,26.92,9.0,2025-03-22
West,Sports,Bicycle,258.23,8.0,2025-05-20
South,Books,Novel,19.27,9.0,2025-02-24
West,Electronics,Smartphone,,4.0,2025-02-28
East,Books,Textbook,47.64,9.0,2025-05-14
South,Sports,Bicycle,451.54,3.0,2025-01-09
South,Electronics,Laptop,1430.77,,2025-09-05
West,Clothing,Jacket,75.25,9.0,2025-12-31
South,Books,Novel,17.38,4.0,
North,Books,Textbook,53.22,6.0,2025-04-11
North,Books,Comics,8.18,,
East,Sports,Yoga Mat,16.08,1.0,2025-11-24
North,Electronics,Camera,485.02,6.0,2025-02-16
South,Electronics,Laptop,1053.28,4.0,2025-09-26
North,Home,Lamp,26.76,7.0,
North,Electronics,Headphones,,9.0,
South,clothing,Chair,,,2025-01-12
North,Electronics,Smartphone,751.87,,
East,Books,Textbook,52.74,,
South,Clothing,Jeans,41.01,1.0,2025-08-16
WEST,Sports,Skipping Rope,10.89,7.0,2025-02-12
South,Electronics,Smartphone,389.13,7.0,2025-03-31
WEST,Electronics,Headphones,,1.0,2025-03-23
West,Sports,Skipping Rope,10.99,3.0,2025-01-20
north ,Electronics,Headphones,78.24,5.0,2025-02-15
North,Clothing,Jacket,72.35,9.0,2025-09-08
West,Books,Comics,10.61,9.0,2025-03-07
West,Sports,Dumbbells,37.23,5.0,2025-11-12
,Home,Lamp,20.42,5.0,2025-05-01
West,Clothing,Jeans,54.1,8.0,2025-01-29
East,Clothing,Sneakers,58.39,6.0,2025-07-31
East,Sports,Bicycle,,8.0,2025-06-29
North,Books,Novel,8.91,1.0,2025-05-14
East,Home,Chair,120.38,9.0,2025-07-20
West,Home,Lamp,14.12,9.0,2025-08-07
South,Sports,Skipping Rope,13.3,2.0,2025-06-17
East,Sports,Yoga Mat,19.96,3.0,
West,Books,Comics,6.87,5.0,2025-09-07
East,Books,Novel,13.59,9.0,2025-10-03
North,Electronics,Laptop,1374.8,3.0,2025-02-23
North,Books,Comics,10.86,3.0,2025-01-15
East,Clothing,Jeans,19.92,4.0,2025-12-25
South,Books,Textbook,,7.0,2025-03-31
West,Clothing,Jeans,35.49,7.0,2025-12-18
East,Home,Curtains,24.0,4.0,2025-11-08
,Home,Curtains,34.4,2.0,2025-03-12
East,Electronics,Headphones,9835.96,6.0,2025-12-16
South,Books,Comics,11.15,7.0,2025-11-25
South,Home,Lamp,42.59,2.0,
East,Clothing,Sneakers,61.53,5.0,2025-07-21
East,Home,Curtains,26.92,,2025-03-06
,Books,Novel,7.36,5.0,2025-01-03
North,Sports,Skipping Rope,,9.0,2025-07-20
West,Electronics,Smartphone,795.18,9.0,2025-06-30
East,Books,Textbook,71.17,1.0,2025-12-25
South,Clothing,Jacket,73.05,9.0,
East,Clothing,Sneakers,61.53,5.0,2025-07-21
West,Home,Curtains,26.73,6.0,
North,Books,Novel,15.53,8.0,2025-01-08
East,Sports,Yoga Mat,17.02,2.0,2025-01-01
West,Clothing,Sneakers,21.53,3.0,2025-06-21
West,Electronics,Camera,858.55,3.0,2025-02-09
West,Home,Cookware,53.06,4.0,2025-08-21
South,Electronics,Camera,549.76,3.0,
South,Home,Curtains,38.99,5.0,2025-04-16
North,Books,Comics,7.52,1.0,2025-03-23
South,Home,Lamp,36.23,8.0,2025-07-17
West,Sports,Yoga Mat,11.97,6.0,2025-02-27
,Clothing,Jacket,143.43,4.0,2025-03-22
South,Electronics,Headphones,102.55,1.0,2025-12-21
South,Clothing,Jacket,79.88,2.0,2025-08-02
East,Clothing,Jacket,72.83,9.0,2025-08-02
East,Home,Curtains,27.41,6.0,2025-02-06
,Books,Textbook,40.41,5.0,2025-12-02
North,Electronics,Camera,,7.0,2025-04-03
,Books,Textbook,58.8,,2025-11-23
North,Clothing,Jeans,67.04,9.0,2025-08-25
East,Books,Comics,$9.30,9.0,2025-01-21
North,Electronics,Smartphone,769.16,3.0,2025-05-22
North,Sports,Dumbbells,41.38,2.0,2025-08-07
North,Sports,Yoga Mat,14.3,2.0,2025-03-31
East,Books,Comics,,,2025-09-20
West,Clothing,Sneakers,,4.0,2025-03-13
East,Home,Curtains,41.7,,2025-11-04
West,Home,Curtains,22.83,9.0,2025-01-24
East,Books,Comics,8.19,2.0,2025-12-05
North,Home,Curtains,31.34,7.0,2025-09-14
West,Clothing,Jacket,94.89,1.0,
East,Home,Lamp,26.63,9.0,2025-01-04
West,Books,Comics,5.96,7.0,2025-10-02
South,Electronics,Smartphone,,,2025-02-26
East,Home,Curtains,,5.0,2025-12-09
North,Clothing,Jacket,67.66,2.0,2025-07-05
South,Home,Curtains,38.97,2.0,2025-07-08
West,Electronics,Laptop,1163.97,8.0,2025-07-22
South,Home,Cookware,72.7,7.0,2025-04-28
South,Home,Lamp,24.82,5.0,2025-09-29
South,Sports,Bicycle,196.84,6.0,2025-05-20
north ,Books,Comics,8.42,5.0,2025-05-20
West,Sports,Yoga Mat,14.59,4.0,2025-06-19
South,Electronics,Headphones,,8.0,2025-04-15
North,Electronics,Headphones,72.69,7.0,2025-12-10
South,Sports,Dumbbells,25.84,4.0,2025-11-29
East,Electronics,Headphones,74.94,5.0,2025-09-12
North,Electronics,Camera,606.39,6.0,2025-01-01
South,Sports,Dumbbells,41.8,9.0,2025-11-09
West,Books,Textbook,46.46,9.0,2025-02-13
West,Electronics,Camera,463.96,5.0,2025-10-18
East,Home,Curtains,27.36,8.0,2025-01-27
North,Sports,Dumbbells,31.66,4.0,2025-12-23
West,Electronics,Smartphone,779.52,7.0,2025-11-25
South,Clothing,T-Shirt,17.47,,2025-01-09
West,Electronics,Laptop,969.49,8.0,2025-07-22
South,Home,Lamp,14.88,1.0,2025-06-24
East,Electronics,Camera,685.78,7.0,2025-06-03
South,Home,Curtains,30.52,2.0,2025-11-18
East,Clothing,Jeans,43.85,8.0,2025-10-08
West,Sports,Bicycle,455.51,4.0,2025-04-05
North,Sports,Dumbbells,$38.18,7.0,2025-07-28
South,Home,Chair,46.11,5.0,2025-06-14
West,Sports,Yoga Mat,29.41,3.0,2025-06-26
North,Electronics,Camera,832.31,1.0,2025-06-24
WEST,Electronics,Smartphone,571.62,2.0,2025-12-01
West,Home,Chair,96.92,7.0,2025-10-02
north ,Home,Curtains,26.08,7.0,2025-11-15
West,Books,Textbook,59.48,1.0,2025-12-19
West,Sports,Yoga Mat,14.72,2.0,2025-07-30
East,Clothing,Jacket,39.67,2.0,2025-03-15
WEST,Electronics,Smartphone,$988.29,2.0,2025-01-18
West,Electronics,Headphones,92.39,3.0,2025-09-20
South,Electronics,Headphones,4378.0,2.0,2025-09-15
,Electronics,Headphones,72.23,8.0,2025-03-31
South,Electronics,Laptop,,6.0,2025-02-15
East,Electronics,Laptop,$1740.52,5.0,2025-07-15
South,Electronics,Smartphone,$864.98,7.0,2025-10-29
East,Clothing,Jeans,36.79,8.0,2025-05-23
North,Electronics,Camera,616.56,6.0,
North,Books,Comics,8.91,9.0,2025-05-07
South,Clothing,Jeans,,2.0,2025-07-17
West,Electronics,Camera,386.74,1.0,2025-10-29
,Electronics,Headphones,,6.0,2025-02-08
East,Clothing,Jacket,,4.0,2025-11-14
South,Books,Novel,12.17,3.0,2025-09-23
East,Electronics,Smartphone,,5.0,2025-05-14
South,Electronics,Laptop,1390.17,4.0,2025-09-28
East,Electronics,Smartphone,894.24,2.0,2025-10-12
South,Electronics,Laptop,1011.32,9.0,2025-07-05
West,Home,Curtains,37.16,8.0,2025-06-23
North,Sports,Yoga Mat,,7.0,2025-09-12
WEST,Home,Chair,$76.35,5.0,2025-01-30
South,Electronics,Laptop,,7.0,2025-07-14
West,Sports,Bicycle,288.89,1.0,2025-01-06
East,Sports,Skipping Rope,12.84,4.0,2025-06-27
,Electronics,Laptop,1153.46,2.0,2025-04-30
North,Electronics,Camera,715.73,7.0,2025-10-10
South,Clothing,T-Shirt,6.02,,2025-05-31
South,Clothing,Jacket,75.87,,2025-03-25
South,Clothing,Sneakers,45.19,7.0,2025-12-18
West,Electronics,Headphones,82.27,6.0,2025-10-28
West,Electronics,Smartphone,851.05,2.0,2025-05-08
East,Sports,Skipping Rope,7.96,7.0,2025-06-24
West,Sports,Bicycle,356.58,4.0,2025-12-10
North,Clothing,T-Shirt,11.04,4.0,2025-07-26
West,Home,Lamp,$24.50,3.0,2025-12-30
North,Home,Chair,87.89,5.0,
East,Electronics,Smartphone,789.46,1.0,
North,Electronics,Camera,5323.9,7.0,2025-08-27
North,Sports,Dumbbells,,8.0,2025-09-28
North,Books,Comics,9.56,1.0,2025-02-24
North,Clothing,Sneakers,76.81,5.0,2025-01-29
South,Books,Textbook,49.94,2.0,2025-07-27
