date,open,high,low,close,volume,ticker
2025-09-03,208.77,208.82,205.6,206.01,95238049,AAPL
2025-09-04,206.01,208.38,201.87,204.96,49887419,AAPL
2025-09-05,200.96,201.85,198.03,199.75,66863270,AAPL
2025-09-08,205.42,206.66,203.53,204.44,100118820,AAPL
2025-09-09,200.68,204.03,199.41,202.64,74977507,AAPL
2025-09-10,207.75,208.94,205.5,208.87,105062026,AAPL
2025-09-11,211.4,213.8,210.47,213.53,110157076,AAPL
2025-09-12,209.91,209.93,209.13,209.92,79026166,AAPL
2025-09-15,206.29,206.71,204.61,204.86,93004241,AAPL
2025-09-16,204.88,206.32,204.69,206.28,59846022,AAPL
2025-09-17,202.61,205.31,201.68,203.53,27887263,AAPL
2025-09-18,206.49,206.99,204.3,204.97,99775322,AAPL
2025-09-19,212.0,212.62,208.27,209.43,95889702,AAPL
2025-09-22,209.08,210.15,205.06,207.62,68869997,AAPL
2025-09-23,209.86,213.14,209.24,210.37,110009121,AAPL
2025-09-24,214.61,215.26,211.9,213.53,46043566,AAPL
2025-09-25,209.26,212.1,209.12,211.34,104465460,AAPL
2025-09-26,216.32,217.15,211.72,212.29,41037961,AAPL
2025-09-29,213.17,213.67,211.22,211.4,114749054,AAPL
2025-09-30,208.54,214.33,207.33,212.65,79149090,AAPL
2025-10-01,215.25,216.82,211.7,215.1,73725806,AAPL
2025-10-02,215.69,218.38,213.91,214.23,22189269,AAPL
2025-10-03,213.42,219.76,211.0,216.61,65654372,AAPL
2025-10-06,216.93,218.41,215.07,217.05,101371059,AAPL
2025-10-07,216.76,219.78,214.37,219.45,67177235,AAPL
2025-10-08,220.21,222.47,218.71,219.84,69765136,AAPL
2025-10-09,217.56,219.74,216.24,218.75,71333377,AAPL
2025-10-10,212.86,213.53,211.11,212.52,71609165,AAPL
2025-10-13,206.8,208.75,204.93,208.12,69151451,AAPL
2025-10-14,201.24,203.25,200.98,201.68,45705486,AAPL
2025-10-15,211.93,212.03,209.27,210.44,45011403,AAPL
2025-10-16,210.85,213.15,208.06,211.93,111660928,AAPL
2025-10-17,210.88,212.42,208.79,209.48,68691515,AAPL
2025-10-20,209.28,210.55,205.5,207.4,36285567,AAPL
2025-10-21,208.1,210.19,207.73,209.8,27797084,AAPL
2025-10-22,207.41,214.38,207.12,209.07,104359826,AAPL
2025-10-23,204.16,209.74,204.04,208.81,74116093,AAPL
2025-10-24,213.94,217.51,211.69,212.89,50105349,AAPL
2025-10-27,212.32,213.87,211.01,211.35,51348743,AAPL
2025-10-28,208.68,211.66,207.81,210.75,87899385,AAPL
2025-10-29,209.07,211.24,207.42,210.03,118025835,AAPL
2025-10-30,214.54,215.46,214.19,214.3,27082071,AAPL
2025-10-31,215.94,222.98,215.67,218.23,81588775,AAPL
2025-11-03,220.77,221.11,217.01,218.35,85987746,AAPL
2025-11-04,223.39,225.41,217.79,221.67,65646444,AAPL
2025-11-05,218.76,220.96,218.04,219.78,57786596,AAPL
2025-11-06,222.65,224.12,220.38,220.83,82979501,AAPL
2025-11-07,222.19,223.56,220.04,222.06,76283197,AAPL
2025-11-10,224.53,226.11,222.62,224.33,84318361,AAPL
2025-11-11,217.73,218.81,214.42,214.63,67690614,AAPL
2025-11-12,216.96,218.56,212.0,214.56,44784881,AAPL
2025-11-13,213.79,214.95,210.6,211.76,101007010,AAPL
2025-11-14,212.01,213.26,210.89,212.18,31593487,AAPL
2025-11-17,213.3,215.78,212.45,212.64,81140647,AAPL
2025-11-18,215.46,217.0,214.05,216.72,113677612,AAPL
2025-11-19,220.67,222.42,217.48,218.94,85314854,AAPL
2025-11-20,222.27,223.47,220.02,221.18,54107761,AAPL
2025-11-21,222.19,224.49,220.14,222.33,29462517,AAPL
2025-11-24,228.89,228.91,227.11,228.33,21201073,AAPL
2025-11-25,225.88,228.29,224.81,226.29,39420583,AAPL
2025-11-26,227.19,228.27,225.63,227.54,60077039,AAPL
2025-11-27,225.18,226.76,222.73,224.23,54410011,AAPL
2025-11-28,232.44,233.01,229.52,229.93,27158158,AAPL
2025-12-01,227.6,228.44,224.31,226.74,27308209,AAPL
2025-12-02,231.53,233.02,230.96,231.34,83373925,AAPL
2025-12-03,224.91,228.13,222.23,223.24,109566421,AAPL
2025-12-04,227.8,228.98,224.9,226.86,84241574,AAPL
2025-12-05,222.72,223.64,219.65,221.73,66463704,AAPL
2025-12-08,219.73,224.0,213.29,222.79,71701107,AAPL
2025-12-09,225.78,230.63,220.25,225.5,49218376,AAPL
2025-12-10,223.67,227.02,222.55,225.3,47566885,AAPL
2025-12-11,222.86,223.2,221.77,222.06,42620763,AAPL
2025-12-12,213.3,217.3,212.08,215.64,43148758,AAPL
2025-12-15,215.26,216.52,211.5,213.35,60090983,AAPL
2025-12-16,210.39,211.68,208.16,210.96,78592465,AAPL
2025-12-17,212.59,217.02,211.3,214.48,27991869,AAPL
2025-12-18,209.86,214.28,207.83,212.9,74117224,AAPL
2025-12-19,211.13,213.1,210.69,212.0,25515946,AAPL
2025-12-22,206.51,211.48,206.1,209.42,58576567,AAPL
2025-12-23,206.44,207.37,205.39,207.25,86148591,AAPL
2025-12-24,210.49,210.66,208.01,208.05,61062659,AAPL
2025-12-25,212.51,216.52,209.37,211.6,52850426,AAPL
2025-12-26,210.58,212.15,207.36,210.39,100341354,AAPL
2025-12-29,205.6,207.41,205.56,206.95,53313308,AAPL
2025-12-30,204.74,205.15,202.48,203.31,26715895,AAPL
2025-12-31,199.99,201.56,197.75,200.52,69205033,AAPL
2026-01-01,204.27,204.57,202.64,202.98,33413679,AAPL
2026-01-02,207.72,209.37,205.07,206.54,119448098,AAPL
2024-01-02,369.07,374.13,363.78,373.36,68272972,MSFT
2024-01-03,381.92,386.65,379.72,384.12,27819253,MSFT
2024-01-04,373.82,380.18,367.66,378.25,66955329,MSFT
2024-01-05,382.32,383.62,376.83,382.23,34792526,MSFT
2024-01-08,389.01,394.42,384.21,386.18,37719724,MSFT
2024-01-09,393.98,395.88,390.32,392.42,32718987,MSFT
2024-01-10,394.63,398.22,390.24,390.56,104169206,MSFT
2024-01-11,384.92,391.31,382.09,386.67,62603757,MSFT
2024-01-12,391.47,394.83,387.38,389.55,89659979,MSFT
2024-01-15,383.78,394.23,379.76,389.96,43622438,MSFT
2024-01-16,383.1,391.59,376.86,388.92,105817740,MSFT
2024-01-17,396.67,401.7,392.02,394.54,53223633,MSFT
2024-01-18,403.02,403.59,395.14,396.01,73766674,MSFT
2024-01-19,408.5,413.91,401.49,403.39,57148682,MSFT
2024-01-22,401.86,405.04,398.0,401.25,69362651,MSFT
2024-01-23,408.09,409.93,404.42,407.05,62676609,MSFT
2024-01-24,402.59,412.59,400.5,407.43,28281031,MSFT
2024-01-25,404.34,404.99,398.13,403.61,39464879,MSFT
2024-01-26,408.03,409.83,404.69,408.6,84927863,MSFT
2024-01-29,398.9,402.84,396.45,402.53,82563177,MSFT
2024-01-30,417.43,420.31,408.16,411.45,64117645,MSFT
2024-01-31,417.44,417.59,416.05,416.18,29568249,MSFT
2024-02-01,419.32,421.89,419.18,420.15,46615488,MSFT
2024-02-02,427.06,429.46,424.57,424.96,107625140,MSFT
2024-02-05,423.28,431.88,419.53,424.95,78146428,MSFT
2024-02-06,436.61,439.33,426.56,431.18,107128601,MSFT
2024-02-07,436.11,438.53,430.58,433.65,116224982,MSFT
2024-02-08,435.11,437.89,429.57,432.81,106740112,MSFT
2024-02-09,436.75,438.99,433.55,434.53,40132302,MSFT
2024-02-12,426.92,431.84,426.79,428.17,118712030,MSFT
2024-02-13,438.37,441.78,430.26,440.22,24804032,MSFT
2024-02-14,433.03,436.41,429.04,431.34,86807982,MSFT
2024-02-15,426.94,427.98,414.43,425.64,100140173,MSFT
2024-02-16,431.66,433.13,431.36,431.66,28973053,MSFT
2024-02-19,430.89,435.27,428.88,433.42,44256279,MSFT
2024-02-20,439.07,441.1,434.74,438.13,85793239,MSFT
2024-02-21,445.02,453.71,441.61,447.65,118516885,MSFT
2024-02-22,466.51,470.2,466.03,466.11,50958165,MSFT
2024-02-23,456.16,458.88,453.0,456.58,36505926,MSFT
2024-02-26,461.92,465.54,460.45,464.59,64334544,MSFT
2024-02-27,469.71,477.15,466.77,467.29,113004401,MSFT
2024-02-28,471.06,477.48,467.59,473.66,117224994,MSFT
2024-02-29,475.27,480.29,468.55,473.04,84760801,MSFT
2024-03-01,477.8,478.04,469.45,473.02,87356080,MSFT
2024-03-04,465.15,469.77,461.86,468.22,93390327,MSFT
2024-03-05,469.98,473.46,466.09,472.69,54425352,MSFT
2024-03-06,470.53,475.77,466.65,471.24,31593089,MSFT
2024-03-07,474.53,475.97,470.81,471.2,41285376,MSFT
2024-03-08,470.75,472.58,466.81,468.28,93512940,MSFT
2024-03-11,473.76,478.58,473.61,475.31,86909548,MSFT
2024-03-12,472.82,483.29,472.67,473.93,26620861,MSFT
2024-03-13,466.61,467.53,459.92,463.61,100903994,MSFT
2024-03-14,468.44,468.58,460.1,464.09,43127934,MSFT
2024-03-15,465.42,470.6,460.56,464.94,104759877,MSFT
2024-03-18,461.34,464.29,453.81,458.31,29301402,MSFT
2024-03-19,463.27,470.29,460.91,469.56,49730401,MSFT
2024-03-20,471.91,472.27,467.67,469.25,91230273,MSFT
2024-03-21,472.31,478.72,466.43,472.83,33705715,MSFT
2024-03-22,483.4,483.82,471.05,474.98,91728433,MSFT
2024-03-25,470.14,471.64,466.82,471.06,88335976,MSFT
2024-03-26,478.92,483.86,468.41,481.69,66648454,MSFT
2024-03-27,493.18,504.86,490.53,497.13,117239369,MSFT
2024-03-28,501.87,508.68,497.39,499.24,28685244,MSFT
2024-03-29,503.25,505.79,494.46,504.72,61804445,MSFT
2024-04-01,503.1,504.2,501.02,503.16,101809507,MSFT
2024-04-02,506.73,514.78,506.72,509.91,73509162,MSFT
2024-04-03,501.11,509.42,498.76,505.13,20962107,MSFT
2024-04-04,512.27,516.71,508.91,516.58,62947599,MSFT
2024-04-05,513.21,514.6,503.41,510.37,85163121,MSFT
2024-04-08,507.49,515.05,505.82,510.47,20642418,MSFT
2024-04-09,526.5,529.27,510.83,517.23,29363598,MSFT
2024-04-10,526.47,527.32,522.26,523.19,83513978,MSFT
2024-04-11,521.63,527.03,519.34,526.95,57786210,MSFT
2024-04-12,554.17,560.5,538.76,545.56,44069220,MSFT
2024-04-15,541.39,541.72,536.24,537.85,55526950,MSFT
2024-04-16,531.09,533.47,527.91,528.75,89561561,MSFT
2024-04-17,539.39,542.79,530.18,536.04,84984306,MSFT
2024-04-18,520.52,527.67,516.82,521.38,52801500,MSFT
2024-04-19,517.5,526.74,515.78,520.48,88172948,MSFT
2024-04-22,515.93,522.85,514.6,520.95,112189037,MSFT
2024-04-23,518.63,525.09,518.09,521.31,71325750,MSFT
2024-04-24,535.73,536.87,524.64,535.86,78929525,MSFT
2024-04-25,533.01,542.19,531.28,532.94,25104093,MSFT
2024-04-26,533.35,534.88,530.55,534.31,72874651,MSFT
2024-04-29,530.36,532.75,529.01,531.06,48577365,MSFT
2024-04-30,530.67,530.72,526.48,529.37,43855490,MSFT
2024-05-01,533.59,535.36,525.42,529.02,32169660,MSFT
2024-05-02,536.45,536.48,533.83,534.06,83125054,MSFT
2024-05-03,527.78,533.24,515.98,532.74,41838279,MSFT
2024-05-06,522.65,531.78,522.19,530.0,75018873,MSFT
2024-05-07,529.84,541.04,529.62,534.65,103259198,MSFT
2024-05-08,530.18,533.14,527.06,531.95,44625648,MSFT
2024-05-09,530.09,540.39,524.38,537.52,58056716,MSFT
2024-05-10,547.55,555.57,544.01,546.32,84210175,MSFT
2024-05-13,544.22,552.85,542.12,546.21,28451913,MSFT
2024-05-14,543.58,545.62,542.24,544.02,85403958,MSFT
2024-05-15,544.8,552.98,543.16,550.02,23648310,MSFT
2024-05-16,542.0,554.43,541.1,551.61,81754570,MSFT
2024-05-17,541.85,543.51,528.53,535.93,36239846,MSFT
2024-05-20,528.03,535.54,524.14,535.07,37724013,MSFT
2024-05-21,539.78,553.62,536.8,546.12,75014497,MSFT
2024-05-22,541.96,545.79,534.43,537.55,43632864,MSFT
2024-05-23,542.5,559.17,537.53,552.95,107285352,MSFT
2024-05-24,543.28,550.32,540.94,544.87,34976852,MSFT
2024-05-27,546.61,549.7,533.56,539.12,68758326,MSFT
2024-05-28,545.1,549.03,540.19,548.74,107631278,MSFT
2024-05-29,539.58,546.51,534.8,545.08,35626671,MSFT
2024-05-30,556.67,562.01,554.78,556.67,66751396,MSFT
2024-05-31,558.2,560.11,555.7,559.21,83892278,MSFT
2024-06-03,550.34,555.63,548.41,554.69,105031231,MSFT
2024-06-04,547.0,553.28,543.02,548.43,102747087,MSFT
2024-06-05,558.69,574.05,550.41,550.85,87897306,MSFT
2024-06-06,546.66,547.8,545.21,546.49,59802624,MSFT
2024-06-07,554.8,556.84,551.12,556.15,93123542,MSFT
2024-06-10,555.03,563.47,550.15,559.98,112518739,MSFT
2024-06-11,550.87,565.07,548.71,553.96,21899505,MSFT
2024-06-12,555.47,560.76,549.97,550.26,117579067,MSFT
2024-06-13,551.03,556.78,548.65,551.95,70274247,MSFT
2024-06-14,544.56,553.66,538.51,549.28,44609447,MSFT
2024-06-17,544.27,557.07,536.44,552.81,35631066,MSFT
2024-06-18,559.51,566.93,559.48,562.17,29105406,MSFT
2024-06-19,567.16,575.63,561.83,567.85,42734555,MSFT
2024-06-20,561.12,562.05,558.14,561.86,119224272,MSFT
2024-06-21,561.65,565.23,554.62,557.53,60556542,MSFT
2024-06-24,578.57,581.3,558.07,566.32,116863035,MSFT
2024-06-25,574.36,580.01,570.78,575.73,30154756,MSFT
2024-06-26,575.97,581.19,574.57,577.22,58971234,MSFT
2024-06-27,582.48,595.29,574.78,591.34,72765359,MSFT
2024-06-28,576.67,593.13,574.76,585.36,83829377,MSFT
2024-07-01,578.68,589.81,577.36,583.72,30244077,MSFT
2024-07-02,590.87,593.57,589.55,592.38,22145092,MSFT
2024-07-03,595.05,600.67,581.24,587.56,64472095,MSFT
2024-07-04,594.87,596.38,579.63,585.16,108805928,MSFT
2024-07-05,594.58,595.4,590.12,595.15,58598847,MSFT
2024-07-08,596.41,597.06,592.21,592.35,108182798,MSFT
2024-07-09,592.99,596.98,586.53,592.38,37681030,MSFT
2024-07-10,598.27,599.84,587.67,596.87,65895082,MSFT
2024-07-11,600.9,603.98,593.31,598.22,54997237,MSFT
2024-07-12,601.72,606.42,600.92,603.52,77678737,MSFT
2024-07-15,616.0,623.31,607.08,611.85,66512395,MSFT
2024-07-16,634.46,635.94,625.27,631.25,68120098,MSFT
2024-07-17,625.56,635.65,621.59,627.19,67458668,MSFT
2024-07-18,653.23,656.53,648.38,651.78,59046427,MSFT
2024-07-19,661.14,662.94,655.99,657.16,65535414,MSFT
2024-07-22,657.32,658.11,650.92,653.87,50290910,MSFT
2024-07-23,652.36,654.33,645.15,647.29,97760092,MSFT
2024-07-24,663.34,666.48,659.97,663.15,65294493,MSFT
2024-07-25,658.78,665.03,657.97,660.67,24914513,MSFT
2024-07-26,666.15,672.65,656.86,664.25,112383155,MSFT
2024-07-29,661.93,662.83,658.62,661.66,38454191,MSFT
2024-07-30,656.16,660.1,652.38,654.84,85484051,MSFT
2024-07-31,654.81,656.33,648.48,649.77,83115203,MSFT
2024-08-01,655.93,657.62,645.48,645.98,39967491,MSFT
2024-08-02,662.1,663.42,652.37,657.31,117527371,MSFT
2024-08-05,666.1,670.58,649.35,657.77,42322148,MSFT
2024-08-06,653.64,659.49,642.99,653.45,54663083,MSFT
2024-08-07,640.23,646.0,632.95,640.49,63601483,MSFT
2024-08-08,650.57,652.8,643.52,644.92,74080802,MSFT
2024-08-09,655.64,661.22,647.12,655.19,61843218,MSFT
2024-08-12,634.9,642.98,630.37,639.49,93798378,MSFT
2024-08-13,621.99,647.44,620.28,633.58,38854387,MSFT
2024-08-14,636.68,638.87,626.15,633.44,23888911,MSFT
2024-08-15,645.64,651.97,638.8,649.31,103130517,MSFT
2024-08-16,671.98,672.58,664.98,665.91,63806667,MSFT
2024-08-19,644.55,654.46,641.79,653.31,64678968,MSFT
2024-08-20,656.68,661.82,656.59,661.56,100369773,MSFT
2024-08-21,671.01,678.53,663.77,665.67,29071969,MSFT
2024-08-22,672.81,678.74,663.78,669.35,117680149,MSFT
2024-08-23,668.56,682.75,661.12,667.68,80900377,MSFT
2024-08-26,663.26,668.23,658.48,665.1,107499929,MSFT
2024-08-27,658.37,667.21,654.22,661.62,107240729,MSFT
2024-08-28,669.99,670.94,655.44,657.65,97927984,MSFT
2024-08-29,667.93,672.54,662.5,666.89,107763078,MSFT
2024-08-30,673.13,677.66,667.1,672.01,100015859,MSFT
2024-09-02,677.68,678.64,676.69,677.67,47503920,MSFT
2024-09-03,678.87,688.65,675.55,677.36,70947048,MSFT
2024-09-04,678.94,688.91,674.65,682.0,71288101,MSFT
2024-09-05,689.45,691.09,681.74,684.31,90597399,MSFT
2024-09-06,692.51,707.91,687.79,698.2,77878640,MSFT
2024-09-09,689.4,691.25,680.39,689.72,32074324,MSFT
2024-09-10,704.36,704.64,698.34,698.38,90274138,MSFT
2024-09-11,692.42,704.61,690.41,698.5,105266615,MSFT
2024-09-12,698.09,705.06,694.86,700.89,105428794,MSFT
2024-09-13,712.81,715.45,704.55,708.85,50941137,MSFT
2024-09-16,709.08,710.28,692.92,694.84,70038848,MSFT
2024-09-17,697.42,705.62,697.11,699.44,60745917,MSFT
2024-09-18,692.67,701.9,688.23,692.49,97351690,MSFT
2024-09-19,701.06,705.91,691.86,704.84,66329066,MSFT
2024-09-20,713.33,718.89,703.65,707.0,48181699,MSFT
2024-09-23,700.0,709.06,699.23,707.92,39407301,MSFT
2024-09-24,717.9,719.72,711.81,713.98,24577753,MSFT
2024-09-25,712.96,721.34,701.01,716.17,106342974,MSFT
2024-09-26,694.43,704.17,690.63,704.06,105809342,MSFT
2024-09-27,697.31,700.29,690.39,694.6,76941481,MSFT
2024-09-30,672.11,694.58,668.93,685.88,102997685,MSFT
2024-10-01,687.75,696.27,679.86,686.55,94932354,MSFT
2024-10-02,691.95,696.54,689.24,692.52,40073354,MSFT
2024-10-03,690.5,702.88,678.11,686.41,89138570,MSFT
2024-10-04,674.5,684.52,671.66,681.3,33818318,MSFT
2024-10-07,695.4,704.85,690.61,694.76,58790581,MSFT
2024-10-08,676.66,678.14,672.32,674.45,74196580,MSFT
2024-10-09,672.52,679.15,650.01,667.31,80115490,MSFT
2024-10-10,670.17,673.1,669.11,669.16,39186114,MSFT
2024-10-11,669.31,688.35,663.18,680.47,43806374,MSFT
2024-10-14,675.1,678.96,667.13,674.94,47755116,MSFT
2024-10-15,680.36,684.18,663.43,671.14,28009013,MSFT
2024-10-16,666.51,678.14,664.43,672.03,29900692,MSFT
2024-10-17,668.84,682.47,665.31,678.77,31949268,MSFT
2024-10-18,655.4,663.3,655.17,661.11,48179476,MSFT
2024-10-21,661.17,673.17,652.09,671.23,20771981,MSFT
2024-10-22,674.5,677.83,671.42,676.94,82561080,MSFT
2024-10-23,693.73,703.0,687.81,688.81,84591992,MSFT
2024-10-24,684.74,694.34,679.17,690.69,113900955,MSFT
2024-10-25,685.58,695.34,682.43,692.98,49639171,MSFT
2024-10-28,686.53,699.73,685.96,693.19,22805658,MSFT
2024-10-29,704.09,707.47,703.84,705.58,48699871,MSFT
2024-10-30,711.82,716.04,702.64,708.18,94408046,MSFT
2024-10-31,719.66,730.0,709.57,715.57,100352914,MSFT
2024-11-01,717.61,718.85,717.41,717.75,48883932,MSFT
2024-11-04,703.84,711.13,700.98,710.75,104835830,MSFT
2024-11-05,696.76,698.85,693.7,697.61,65447355,MSFT
2024-11-06,678.45,696.49,672.92,683.22,115131135,MSFT
2024-11-07,689.99,694.9,687.03,687.97,40126523,MSFT
2024-11-08,693.98,702.14,687.48,689.67,116770899,MSFT
2024-11-11,697.53,706.11,691.56,700.59,38196678,MSFT
2024-11-12,685.12,697.25,684.81,694.66,33410062,MSFT
2024-11-13,695.23,700.07,690.5,692.11,101838199,MSFT
2024-11-14,690.64,698.46,683.35,692.21,106336759,MSFT
2024-11-15,683.58,694.74,683.57,689.36,42182704,MSFT
2024-11-18,698.57,703.41,695.39,699.86,114941097,MSFT
2024-11-19,694.39,696.31,690.75,693.5,62826405,MSFT
2024-11-20,695.89,700.6,689.8,698.29,116576058,MSFT
2024-11-21,714.09,717.23,686.22,690.54,74624327,MSFT
2024-11-22,698.05,698.1,689.09,692.76,102917146,MSFT
2024-11-25,690.43,706.47,686.37,693.06,93536710,MSFT
2024-11-26,686.7,695.42,679.16,684.07,63445394,MSFT
2024-11-27,680.14,684.0,674.49,676.76,29239212,MSFT
2024-11-28,684.36,691.22,684.28,684.78,113648824,MSFT
2024-11-29,685.54,696.4,682.83,694.42,91112786,MSFT
2024-12-02,695.49,714.09,691.68,700.68,99334122,MSFT
2024-12-03,700.83,702.18,690.16,698.21,95645691,MSFT
2024-12-04,704.43,715.48,698.7,699.62,77656706,MSFT
2024-12-05,708.05,713.69,700.23,702.51,52178449,MSFT
2024-12-06,697.35,703.69,691.83,697.2,90899374,MSFT
2024-12-09,684.72,692.0,684.05,685.84,23060372,MSFT
2024-12-10,697.35,698.37,674.13,687.07,82088437,MSFT
2024-12-11,723.47,734.93,718.89,726.8,111270172,MSFT
2024-12-12,700.32,709.07,697.11,708.74,45138317,MSFT
2024-12-13,696.19,703.03,693.92,696.96,113652331,MSFT
2024-12-16,691.21,691.92,687.58,690.65,30640958,MSFT
2024-12-17,693.35,696.03,690.99,694.59,96602785,MSFT
2024-12-18,701.12,707.36,696.61,706.21,83719426,MSFT
2024-12-19,722.97,724.46,721.13,723.1,109886778,MSFT
2024-12-20,724.41,729.44,722.87,727.53,104373988,MSFT
2024-12-23,733.39,734.95,719.87,722.77,83016012,MSFT
2024-12-24,727.33,734.37,720.72,729.71,88786213,MSFT
2024-12-25,725.93,728.27,724.32,725.6,59162678,MSFT
2024-12-26,724.37,740.55,718.67,734.55,28980554,MSFT
2024-12-27,722.67,726.03,719.13,722.8,87247201,MSFT
2024-12-30,727.08,733.68,724.95,730.54,91311975,MSFT
2024-12-31,737.37,745.32,729.36,742.04,98187862,MSFT
2025-01-01,744.99,752.56,735.06,739.63,29073605,MSFT
2025-01-02,751.78,755.31,735.68,747.66,76908948,MSFT
2025-01-03,733.04,742.21,726.18,736.25,80910713,MSFT
2025-01-06,755.25,755.78,740.42,745.8,69064617,MSFT
2025-01-07,743.64,744.32,731.29,736.02,57374793,MSFT
2025-01-08,746.08,751.84,733.49,734.78,103814009,MSFT
2025-01-09,728.73,738.52,725.14,733.18,37060001,MSFT
2025-01-10,717.44,733.57,713.04,725.29,72310157,MSFT
2025-01-13,716.97,718.58,705.13,716.88,49291493,MSFT
2025-01-14,730.5,744.07,729.67,731.37,113305953,MSFT
2025-01-15,732.09,737.32,728.06,730.76,82345193,MSFT
2025-01-16,726.75,734.47,720.85,731.05,62946218,MSFT
2025-01-17,715.09,721.48,713.16,720.52,60039771,MSFT
2025-01-20,728.15,730.75,722.71,722.72,27927838,MSFT
2025-01-21,746.83,758.47,728.88,739.64,72628189,MSFT
2025-01-22,743.94,747.5,737.53,740.79,46219243,MSFT
2025-01-23,740.02,750.21,737.89,743.64,118670704,MSFT
2025-01-24,746.35,755.43,745.5,753.97,108399272,MSFT
2025-01-27,762.86,774.0,752.07,757.87,57086088,MSFT
2025-01-28,782.06,787.25,762.12,775.29,97855305,MSFT
2025-01-29,755.7,770.26,738.65,766.48,60681708,MSFT
2025-01-30,786.62,797.35,781.32,783.89,110838301,MSFT
2025-01-31,782.34,799.45,778.75,794.39,53676070,MSFT
2025-02-03,800.01,804.02,787.81,788.09,112022249,MSFT
2025-02-04,806.32,810.15,795.66,806.05,74553529,MSFT
2025-02-05,811.65,816.82,806.32,807.31,36297643,MSFT
2025-02-06,796.89,803.86,787.02,796.07,24836640,MSFT
2025-02-07,817.96,821.74,811.67,819.72,107573050,MSFT
2025-02-10,805.75,818.62,803.01,810.76,107839527,MSFT
2025-02-11,823.0,832.11,818.37,820.63,57200206,MSFT
2025-02-12,817.39,819.19,809.17,815.14,30114644,MSFT
2025-02-13,816.4,832.73,815.36,825.95,79418987,MSFT
2025-02-14,820.1,820.57,804.65,816.83,64795186,MSFT
2025-02-17,818.87,827.31,812.94,815.91,89846892,MSFT
2025-02-18,785.08,800.69,779.99,797.42,60154726,MSFT
2025-02-19,823.25,826.93,804.17,806.26,102622928,MSFT
2025-02-20,792.57,804.33,785.16,794.77,97322875,MSFT
2025-02-21,802.9,811.3,800.63,807.09,85227344,MSFT
2025-02-24,812.19,823.67,805.29,815.84,65520231,MSFT
2025-02-25,811.76,825.01,810.89,815.43,27197252,MSFT
2025-02-26,795.94,804.4,794.21,794.7,24250491,MSFT
2025-02-27,816.44,820.56,799.36,806.65,21276505,MSFT
2025-02-28,808.07,824.15,799.66,805.28,22312601,MSFT
2025-03-03,784.63,797.87,778.22,794.28,80533292,MSFT
2025-03-04,782.15,794.07,780.03,787.76,31423784,MSFT
2025-03-05,791.1,798.66,769.28,783.86,74168043,MSFT
2025-03-06,775.45,780.92,763.01,766.99,99259679,MSFT
2025-03-07,778.37,787.15,771.47,780.17,48782775,MSFT
2025-03-10,772.64,783.94,765.72,777.18,103209296,MSFT
2025-03-11,762.44,767.13,761.53,764.94,30148024,MSFT
2025-03-12,753.43,770.49,749.08,766.38,58470832,MSFT
2025-03-13,771.38,788.67,761.73,763.03,26204629,MSFT
2025-03-14,754.64,765.09,746.82,748.23,53554593,MSFT
2025-03-17,755.42,762.56,747.7,761.17,53680758,MSFT
2025-03-18,778.41,779.99,757.42,768.52,66247427,MSFT
2025-03-19,783.97,789.68,779.4,781.77,38850802,MSFT
2025-03-20,771.05,781.48,761.28,773.98,86420434,MSFT
2025-03-21,784.87,796.06,781.61,787.7,42869363,MSFT
2025-03-24,768.78,772.54,763.59,771.69,55755312,MSFT
2025-03-25,768.54,776.25,758.59,775.21,112832244,MSFT
2025-03-26,791.73,792.99,782.02,788.94,87862238,MSFT
2025-03-27,793.2,799.19,776.7,795.0,106746613,MSFT
2025-03-28,789.23,803.53,782.24,798.48,104973893,MSFT
2025-03-31,776.88,795.65,771.78,790.27,28530070,MSFT
2025-04-01,786.07,797.37,782.29,790.33,24873399,MSFT
2025-04-02,796.67,806.67,787.05,792.92,51702255,MSFT
2025-04-03,797.36,811.56,792.56,806.39,82891108,MSFT
2025-04-04,813.4,819.64,805.1,812.2,32791833,MSFT
2025-04-07,838.22,851.02,829.21,836.34,105467311,MSFT
2025-04-08,826.0,835.81,819.66,827.34,106150428,MSFT
2025-04-09,813.32,817.83,800.51,801.37,52953152,MSFT
2025-04-10,810.79,814.01,807.44,812.27,22997717,MSFT
2025-04-11,815.6,821.49,800.4,819.24,49490349,MSFT
2025-04-14,821.8,831.06,816.32,821.6,59180061,MSFT
2025-04-15,808.8,811.0,790.05,800.16,46359178,MSFT
2025-04-16,788.76,806.11,782.82,795.24,109566401,MSFT
2025-04-17,795.12,800.77,781.42,786.25,81048076,MSFT
2025-04-18,820.62,821.47,801.49,812.39,22988152,MSFT
2025-04-21,826.39,828.64,823.14,827.13,82332441,MSFT
2025-04-22,825.65,836.82,823.58,829.78,45203203,MSFT
2025-04-23,814.34,816.54,811.51,813.95,36375420,MSFT
2025-04-24,821.81,822.27,813.28,818.54,107704740,MSFT
2025-04-25,828.98,831.68,821.8,827.13,80723498,MSFT
2025-04-28,840.42,840.84,833.01,835.04,40826330,MSFT
2025-04-29,861.18,862.43,842.03,844.48,112010680,MSFT
2025-04-30,836.34,844.51,829.78,839.05,49732780,MSFT
2025-05-01,839.87,841.27,826.79,839.18,68827811,MSFT
